name,uid,code,parent,shortName,level,openingDate
Ruhita Village,Ruhita Village,Ruhita Village,Mulindi Cell,Ruhita,6,01-01-00
Rukizi Village,Rukizi Village,Rukizi Village,Mulindi Cell,Rukizi,6,01-01-00
Runyinya Village,Runyinya Village,Runyinya Village,Mulindi Cell,Runyinya,6,01-01-00
Taba Village,Taba Village,Taba Village,Mulindi Cell,Taba,6,01-01-00
Nyarwambu Cell,Nyarwambu Cell,Nyarwambu Cell,Kaniga Sector,Nyarwambu,5,01-01-00
Cyasaku Village,Cyasaku Village,Cyasaku Village,Nyarwambu Cell,Cyasaku,6,01-01-00
Kabeza Village,Kabeza Village,Kabeza Village,Nyarwambu Cell,Kabeza,6,01-01-00
Kanyaruyonga Village,Kanyaruyonga Village,Kanyaruyonga Village,Nyarwambu Cell,Kanyaruyonga,6,01-01-00
Kinnyogo Village,Kinnyogo Village,Kinnyogo Village,Nyarwambu Cell,Kinnyogo,6,01-01-00
Mushunga Village,Mushunga Village,Mushunga Village,Nyarwambu Cell,Mushunga,6,01-01-00
Nyamabare Village,Nyamabare Village,Nyamabare Village,Nyarwambu Cell,Nyamabare,6,01-01-00
Rukurura Cell,Rukurura Cell,Rukurura Cell,Kaniga Sector,Rukurura,5,01-01-00
Kabare Village,Kabare Village,Kabare Village,Rukurura Cell,Kabare,6,01-01-00
Kamushure Village,Kamushure Village,Kamushure Village,Rukurura Cell,Kamushure,6,01-01-00
Karambo Village,Karambo Village,Karambo Village,Rukurura Cell,Karambo,6,01-01-00
Ngabira Village,Ngabira Village,Ngabira Village,Rukurura Cell,Ngabira,6,01-01-00
Nyagatare Village,Nyagatare Village,Nyagatare Village,Rukurura Cell,Nyagatare,6,01-01-00
Manyagiro Sector,Manyagiro Sector,Manyagiro Sector,Gicumbi District,Manyagiro,4,01-01-00
Kabuga Cell,Kabuga Cell,Kabuga Cell,Manyagiro Sector,Kabuga,5,01-01-00
Gabiro Village,Gabiro Village,Gabiro Village,Kabuga Cell,Gabiro,6,01-01-00
Kigarama Village,Kigarama Village,Kigarama Village,Kabuga Cell,Kigarama,6,01-01-00
Mugera Village,Mugera Village,Mugera Village,Kabuga Cell,Mugera,6,01-01-00
Murehe Village,Murehe Village,Murehe Village,Kabuga Cell,Murehe,6,01-01-00
Mutara Village,Mutara Village,Mutara Village,Kabuga Cell,Mutara,6,01-01-00
Rubindi Village,Rubindi Village,Rubindi Village,Kabuga Cell,Rubindi,6,01-01-00
Nyiragifumba Cell,Nyiragifumba Cell,Nyiragifumba Cell,Manyagiro Sector,Nyiragifumba,5,01-01-00
Gacyamo Village,Gacyamo Village,Gacyamo Village,Nyiragifumba Cell,Gacyamo,6,01-01-00
Kiyovu Village,Kiyovu Village,Kiyovu Village,Nyiragifumba Cell,Kiyovu,6,01-01-00
Murambo Village,Murambo Village,Murambo Village,Nyiragifumba Cell,Murambo,6,01-01-00
Rurambi Village,Rurambi Village,Rurambi Village,Nyiragifumba Cell,Rurambi,6,01-01-00
Rwamazi Village,Rwamazi Village,Rwamazi Village,Nyiragifumba Cell,Rwamazi,6,01-01-00
Nyiravugiza Cell,Nyiravugiza Cell,Nyiravugiza Cell,Manyagiro Sector,Nyiravugiza,5,01-01-00
Bugibwa Village,Bugibwa Village,Bugibwa Village,Nyiravugiza Cell,Bugibwa,6,01-01-00
Kajevuba Village,Kajevuba Village,Kajevuba Village,Nyiravugiza Cell,Kajevuba,6,01-01-00
Rurembo Village,Rurembo Village,Rurembo Village,Nyiravugiza Cell,Rurembo,6,01-01-00
Rusebeya Village,Rusebeya Village,Rusebeya Village,Nyiravugiza Cell,Rusebeya,6,01-01-00
Remera Cell,Remera Cell,Remera Cell,Manyagiro Sector,Remera,5,01-01-00
Busa Village,Busa Village,Busa Village,Remera Cell,Busa,6,01-01-00
Bushinga Village,Bushinga Village,Bushinga Village,Remera Cell,Bushinga,6,01-01-00
Gasiza Village,Gasiza Village,Gasiza Village,Remera Cell,Gasiza,6,01-01-00
Gitaba Village,Gitaba Village,Gitaba Village,Remera Cell,Gitaba,6,01-01-00
Kabeza Village,Kabeza Village,Kabeza Village,Remera Cell,Kabeza,6,01-01-00
Rugasa Village,Rugasa Village,Rugasa Village,Remera Cell,Rugasa,6,01-01-00
Sangano Village,Sangano Village,Sangano Village,Remera Cell,Sangano,6,01-01-00
Shyigura Village,Shyigura Village,Shyigura Village,Remera Cell,Shyigura,6,01-01-00
Rusekera Cell,Rusekera Cell,Rusekera Cell,Manyagiro Sector,Rusekera,5,01-01-00
Gakubo Village,Gakubo Village,Gakubo Village,Rusekera Cell,Gakubo,6,01-01-00
Kavure Village,Kavure Village,Kavure Village,Rusekera Cell,Kavure,6,01-01-00
Kiyovu Village,Kiyovu Village,Kiyovu Village,Rusekera Cell,Kiyovu,6,01-01-00
Nyamyumba Village,Nyamyumba Village,Nyamyumba Village,Rusekera Cell,Nyamyumba,6,01-01-00
Rebero Village,Rebero Village,Rebero Village,Rusekera Cell,Rebero,6,01-01-00
Ryaruyumba Cell,Ryaruyumba Cell,Ryaruyumba Cell,Manyagiro Sector,Ryaruyumba,5,01-01-00
Gatsyata Village,Gatsyata Village,Gatsyata Village,Ryaruyumba Cell,Gatsyata,6,01-01-00
Gatungo Village,Gatungo Village,Gatungo Village,Ryaruyumba Cell,Gatungo,6,01-01-00
Muturirwa Village,Muturirwa Village,Muturirwa Village,Ryaruyumba Cell,Muturirwa,6,01-01-00
Nyantarure Village,Nyantarure Village,Nyantarure Village,Ryaruyumba Cell,Nyantarure,6,01-01-00
Nyarukombe Village,Nyarukombe Village,Nyarukombe Village,Ryaruyumba Cell,Nyarukombe,6,01-01-00
Rugasa Village,Rugasa Village,Rugasa Village,Ryaruyumba Cell,Rugasa,6,01-01-00
Rusabira Village,Rusabira Village,Rusabira Village,Ryaruyumba Cell,Rusabira,6,01-01-00
Taba Village,Taba Village,Taba Village,Ryaruyumba Cell,Taba,6,01-01-00
Miyove Sector,Miyove Sector,Miyove Sector,Gicumbi District,Miyove,4,01-01-00
Gakenke Cell,Gakenke Cell,Gakenke Cell,Miyove Sector,Gakenke,5,01-01-00
Gisiza Village,Gisiza Village,Gisiza Village,Gakenke Cell,Gisiza,6,01-01-00
Karwanira Village,Karwanira Village,Karwanira Village,Gakenke Cell,Karwanira,6,01-01-00
Kirwa Village,Kirwa Village,Kirwa Village,Gakenke Cell,Kirwa,6,01-01-00
Kivomo Village,Kivomo Village,Kivomo Village,Gakenke Cell,Kivomo,6,01-01-00
Museke Village,Museke Village,Museke Village,Gakenke Cell,Museke,6,01-01-00
Nyarurambi Village,Nyarurambi Village,Nyarurambi Village,Gakenke Cell,Nyarurambi,6,01-01-00
Rugandu Village,Rugandu Village,Rugandu Village,Gakenke Cell,Rugandu,6,01-01-00
Miyove Cell,Miyove Cell,Miyove Cell,Miyove Sector,Miyove,5,01-01-00
Kamonyi Village,Kamonyi Village,Kamonyi Village,Miyove Cell,Kamonyi,6,01-01-00
Karambo Village,Karambo Village,Karambo Village,Miyove Cell,Karambo,6,01-01-00
Mpinga Village,Mpinga Village,Mpinga Village,Miyove Cell,Mpinga,6,01-01-00
Mukaka Village,Mukaka Village,Mukaka Village,Miyove Cell,Mukaka,6,01-01-00
Murambo Village,Murambo Village,Murambo Village,Miyove Cell,Murambo,6,01-01-00
Murehe Village,Murehe Village,Murehe Village,Miyove Cell,Murehe,6,01-01-00
Nyamiyaga Village,Nyamiyaga Village,Nyamiyaga Village,Miyove Cell,Nyamiyaga,6,01-01-00
Nyarubuye Village,Nyarubuye Village,Nyarubuye Village,Miyove Cell,Nyarubuye,6,01-01-00
Rebero Village,Rebero Village,Rebero Village,Miyove Cell,Rebero,6,01-01-00
Remera Village,Remera Village,Remera Village,Miyove Cell,Remera,6,01-01-00
Mubuga Cell,Mubuga Cell,Mubuga Cell,Miyove Sector,Mubuga,5,01-01-00
Gatare Village,Gatare Village,Gatare Village,Mubuga Cell,Gatare,6,01-01-00
Gitsimbura Village,Gitsimbura Village,Gitsimbura Village,Mubuga Cell,Gitsimbura,6,01-01-00
Kabuga Village,Kabuga Village,Kabuga Village,Mubuga Cell,Kabuga,6,01-01-00
Kacyiru Village,Kacyiru Village,Kacyiru Village,Mubuga Cell,Kacyiru,6,01-01-00
Kagote Village,Kagote Village,Kagote Village,Mubuga Cell,Kagote,6,01-01-00
Kaje Village,Kaje Village,Kaje Village,Mubuga Cell,Kaje,6,01-01-00
Kirwa Village,Kirwa Village,Kirwa Village,Mubuga Cell,Kirwa,6,01-01-00
Kivumu Village,Kivumu Village,Kivumu Village,Mubuga Cell,Kivumu,6,01-01-00
Mubuga Village,Mubuga Village,Mubuga Village,Mubuga Cell,Mubuga,6,01-01-00
Murambo Village,Murambo Village,Murambo Village,Mubuga Cell,Murambo,6,01-01-00
Rutovu Village,Rutovu Village,Rutovu Village,Mubuga Cell,Rutovu,6,01-01-00
Tetero Village,Tetero Village,Tetero Village,Mubuga Cell,Tetero,6,01-01-00
Mukarange Sector,Mukarange Sector,Mukarange Sector,Gicumbi District,Mukarange,4,01-01-00
Cyamuganga Cell,Cyamuganga Cell,Cyamuganga Cell,Mukarange Sector,Cyamuganga,5,01-01-00
Burambira Village,Burambira Village,Burambira Village,Cyamuganga Cell,Burambira,6,01-01-00
Ndarama Village,Ndarama Village,Ndarama Village,Cyamuganga Cell,Ndarama,6,01-01-00
Nyakabungo Village,Nyakabungo Village,Nyakabungo Village,Cyamuganga Cell,Nyakabungo,6,01-01-00
Rugarama Village,Rugarama Village,Rugarama Village,Cyamuganga Cell,Rugarama,6,01-01-00
Gatenga Cell,Gatenga Cell,Gatenga Cell,Mukarange Sector,Gatenga,5,01-01-00
Ibereshi Village,Ibereshi Village,Ibereshi Village,Gatenga Cell,Ibereshi,6,01-01-00
Kagunga Village,Kagunga Village,Kagunga Village,Gatenga Cell,Kagunga,6,01-01-00
Kiyorwa Village,Kiyorwa Village,Kiyorwa Village,Gatenga Cell,Kiyorwa,6,01-01-00
Mugina Village,Mugina Village,Mugina Village,Gatenga Cell,Mugina,6,01-01-00
Nyacyoroma Village,Nyacyoroma Village,Nyacyoroma Village,Gatenga Cell,Nyacyoroma,6,01-01-00
Nyange Village,Nyange Village,Nyange Village,Gatenga Cell,Nyange,6,01-01-00
Kiruhura Cell,Kiruhura Cell,Kiruhura Cell,Mukarange Sector,Kiruhura,5,01-01-00
Burembo Village,Burembo Village,Burembo Village,Kiruhura Cell,Burembo,6,01-01-00
Gacwamba Village,Gacwamba Village,Gacwamba Village,Kiruhura Cell,Gacwamba,6,01-01-00
Kariba Village,Kariba Village,Kariba Village,Kiruhura Cell,Kariba,6,01-01-00
Nyamutoko Village,Nyamutoko Village,Nyamutoko Village,Kiruhura Cell,Nyamutoko,6,01-01-00
Mutarama Cell,Mutarama Cell,Mutarama Cell,Mukarange Sector,Mutarama,5,01-01-00
Gikore Village,Gikore Village,Gikore Village,Mutarama Cell,Gikore,6,01-01-00
Kaziba Village,Kaziba Village,Kaziba Village,Mutarama Cell,Kaziba,6,01-01-00
Mafumirwa Village,Mafumirwa Village,Mafumirwa Village,Mutarama Cell,Mafumirwa,6,01-01-00
Murara Village,Murara Village,Murara Village,Mutarama Cell,Murara,6,01-01-00
Rugeshi Village,Rugeshi Village,Rugeshi Village,Mutarama Cell,Rugeshi,6,01-01-00
Rugerero Cell,Rugerero Cell,Rugerero Cell,Mukarange Sector,Rugerero,5,01-01-00
Gakizi Village,Gakizi Village,Gakizi Village,Rugerero Cell,Gakizi,6,01-01-00
Kagarama Village,Kagarama Village,Kagarama Village,Rugerero Cell,Kagarama,6,01-01-00
Kinnyogo Village,Kinnyogo Village,Kinnyogo Village,Rugerero Cell,Kinnyogo,6,01-01-00
Munyege Village,Munyege Village,Munyege Village,Rugerero Cell,Munyege,6,01-01-00
Rurembo Village,Rurembo Village,Rurembo Village,Rugerero Cell,Rurembo,6,01-01-00
Rushasha Village,Rushasha Village,Rushasha Village,Rugerero Cell,Rushasha,6,01-01-00
Ruziku Village,Ruziku Village,Ruziku Village,Rugerero Cell,Ruziku,6,01-01-00
Rusambya Cell,Rusambya Cell,Rusambya Cell,Mukarange Sector,Rusambya,5,01-01-00
Kabungo Village,Kabungo Village,Kabungo Village,Rusambya Cell,Kabungo,6,01-01-00
Kagane Village,Kagane Village,Kagane Village,Rusambya Cell,Kagane,6,01-01-00
Nyagakizi Village,Nyagakizi Village,Nyagakizi Village,Rusambya Cell,Nyagakizi,6,01-01-00
Rusambya Village,Rusambya Village,Rusambya Village,Rusambya Cell,Rusambya,6,01-01-00
Muko Sector,Muko Sector,Muko Sector,Gicumbi District,Muko,4,01-01-00
Cyamuhinda Cell,Cyamuhinda Cell,Cyamuhinda Cell,Muko Sector,Cyamuhinda,5,01-01-00
Gicuregenya Village,Gicuregenya Village,Gicuregenya Village,Cyamuhinda Cell,Gicuregenya,6,01-01-00
Ntonyanga Village,Ntonyanga Village,Ntonyanga Village,Cyamuhinda Cell,Ntonyanga,6,01-01-00
Rugaragara Village,Rugaragara Village,Rugaragara Village,Cyamuhinda Cell,Rugaragara,6,01-01-00
Rukazire Village,Rukazire Village,Rukazire Village,Cyamuhinda Cell,Rukazire,6,01-01-00
Rwamitembe Village,Rwamitembe Village,Rwamitembe Village,Cyamuhinda Cell,Rwamitembe,6,01-01-00
Kigoma Cell,Kigoma Cell,Kigoma Cell,Muko Sector,Kigoma,5,01-01-00
Cyerere Village,Cyerere Village,Cyerere Village,Kigoma Cell,Cyerere,6,01-01-00
Gatobotobo Village,Gatobotobo Village,Gatobotobo Village,Kigoma Cell,Gatobotobo,6,01-01-00
Karambi Village,Karambi Village,Karambi Village,Kigoma Cell,Karambi,6,01-01-00
Karumuli Village,Karumuli Village,Karumuli Village,Kigoma Cell,Karumuli,6,01-01-00
Ryarwoga Village,Ryarwoga Village,Ryarwoga Village,Kigoma Cell,Ryarwoga,6,01-01-00
Mwendo Cell,Mwendo Cell,Mwendo Cell,Muko Sector,Mwendo,5,01-01-00
Gikumba Village,Gikumba Village,Gikumba Village,Mwendo Cell,Gikumba,6,01-01-00
Kabuye Village,Kabuye Village,Kabuye Village,Mwendo Cell,Kabuye,6,01-01-00
Kagogo Village,Kagogo Village,Kagogo Village,Mwendo Cell,Kagogo,6,01-01-00
Kirengo Village,Kirengo Village,Kirengo Village,Mwendo Cell,Kirengo,6,01-01-00
Ngange Cell,Ngange Cell,Ngange Cell,Muko Sector,Ngange,5,01-01-00
Gasharu Village,Gasharu Village,Gasharu Village,Ngange Cell,Gasharu,6,01-01-00
Kabare Village,Kabare Village,Kabare Village,Ngange Cell,Kabare,6,01-01-00
Kimpongo Village,Kimpongo Village,Kimpongo Village,Ngange Cell,Kimpongo,6,01-01-00
Mayora Village,Mayora Village,Mayora Village,Ngange Cell,Mayora,6,01-01-00
Rudogo Village,Rudogo Village,Rudogo Village,Ngange Cell,Rudogo,6,01-01-00
Rebero Cell,Rebero Cell,Rebero Cell,Muko Sector,Rebero,5,01-01-00
Gasizi Village,Gasizi Village,Gasizi Village,Rebero Cell,Gasizi,6,01-01-00
Karundi Village,Karundi Village,Karundi Village,Rebero Cell,Karundi,6,01-01-00
Kirara Village,Kirara Village,Kirara Village,Rebero Cell,Kirara,6,01-01-00
Kirwanirwa Village,Kirwanirwa Village,Kirwanirwa Village,Rebero Cell,Kirwanirwa,6,01-01-00
Mayogi Village,Mayogi Village,Mayogi Village,Rebero Cell,Mayogi,6,01-01-00
Nyampundu Village,Nyampundu Village,Nyampundu Village,Rebero Cell,Nyampundu,6,01-01-00
Ryagashaka Village,Ryagashaka Village,Ryagashaka Village,Rebero Cell,Ryagashaka,6,01-01-00
Mutete Sector,Mutete Sector,Mutete Sector,Gicumbi District,Mutete,4,01-01-00
Gaseke Cell,Gaseke Cell,Gaseke Cell,Mutete Sector,Gaseke,5,01-01-00
Gasharu Village,Gasharu Village,Gasharu Village,Gaseke Cell,Gasharu,6,01-01-00
Gihira Village,Gihira Village,Gihira Village,Gaseke Cell,Gihira,6,01-01-00
Irasaniro Village,Irasaniro Village,Irasaniro Village,Gaseke Cell,Irasaniro,6,01-01-00
Ngando Village,Ngando Village,Ngando Village,Gaseke Cell,Ngando,6,01-01-00
Nyamabuye Village,Nyamabuye Village,Nyamabuye Village,Gaseke Cell,Nyamabuye,6,01-01-00
Nyamiryango Village,Nyamiryango Village,Nyamiryango Village,Gaseke Cell,Nyamiryango,6,01-01-00
Nyamugari Village,Nyamugari Village,Nyamugari Village,Gaseke Cell,Nyamugari,6,01-01-00
Runyinya Village,Runyinya Village,Runyinya Village,Gaseke Cell,Runyinya,6,01-01-00
Kabeza Cell,Kabeza Cell,Kabeza Cell,Mutete Sector,Kabeza,5,01-01-00
Busabira Village,Busabira Village,Busabira Village,Kabeza Cell,Busabira,6,01-01-00
Kabasega Village,Kabasega Village,Kabasega Village,Kabeza Cell,Kabasega,6,01-01-00
Kagarama Village,Kagarama Village,Kagarama Village,Kabeza Cell,Kagarama,6,01-01-00
Merezo Village,Merezo Village,Merezo Village,Kabeza Cell,Merezo,6,01-01-00
Minanire Village,Minanire Village,Minanire Village,Kabeza Cell,Minanire,6,01-01-00
Nyagasozi Village,Nyagasozi Village,Nyagasozi Village,Kabeza Cell,Nyagasozi,6,01-01-00
Rusebeya Village,Rusebeya Village,Rusebeya Village,Kabeza Cell,Rusebeya,6,01-01-00
Musenyi Cell,Musenyi Cell,Musenyi Cell,Mutete Sector,Musenyi,5,01-01-00
Gataba Village,Gataba Village,Gataba Village,Musenyi Cell,Gataba,6,01-01-00
Karambi Village,Karambi Village,Karambi Village,Musenyi Cell,Karambi,6,01-01-00
Kimisugi Village,Kimisugi Village,Kimisugi Village,Musenyi Cell,Kimisugi,6,01-01-00
Muhororo Village,Muhororo Village,Muhororo Village,Musenyi Cell,Muhororo,6,01-01-00
Rukondo Village,Rukondo Village,Rukondo Village,Musenyi Cell,Rukondo,6,01-01-00
Rurama Village,Rurama Village,Rurama Village,Musenyi Cell,Rurama,6,01-01-00
Rutongo Village,Rutongo Village,Rutongo Village,Musenyi Cell,Rutongo,6,01-01-00
Mutandi Cell,Mutandi Cell,Mutandi Cell,Mutete Sector,Mutandi,5,01-01-00
Gatare Village,Gatare Village,Gatare Village,Mutandi Cell,Gatare,6,01-01-00
Gihangara Village,Gihangara Village,Gihangara Village,Mutandi Cell,Gihangara,6,01-01-00
Kamaganga Village,Kamaganga Village,Kamaganga Village,Mutandi Cell,Kamaganga,6,01-01-00
Karama Village,Karama Village,Karama Village,Mutandi Cell,Karama,6,01-01-00
Karambi Village,Karambi Village,Karambi Village,Mutandi Cell,Karambi,6,01-01-00
Kariku Village,Kariku Village,Kariku Village,Mutandi Cell,Kariku,6,01-01-00
Muhengeri Village,Muhengeri Village,Muhengeri Village,Mutandi Cell,Muhengeri,6,01-01-00
Nyarubande Village,Nyarubande Village,Nyarubande Village,Mutandi Cell,Nyarubande,6,01-01-00
Nyarubuye Cell,Nyarubuye Cell,Nyarubuye Cell,Mutete Sector,Nyarubuye,5,01-01-00
Gitega Village,Gitega Village,Gitega Village,Nyarubuye Cell,Gitega,6,01-01-00
Kajwejwe Village,Kajwejwe Village,Kajwejwe Village,Nyarubuye Cell,Kajwejwe,6,01-01-00
Kavumu Village,Kavumu Village,Kavumu Village,Nyarubuye Cell,Kavumu,6,01-01-00
Mataba Village,Mataba Village,Mataba Village,Nyarubuye Cell,Mataba,6,01-01-00
Nkenzi Village,Nkenzi Village,Nkenzi Village,Nyarubuye Cell,Nkenzi,6,01-01-00
Rugarama Village,Rugarama Village,Rugarama Village,Nyarubuye Cell,Rugarama,6,01-01-00
Ruhondo Village,Ruhondo Village,Ruhondo Village,Nyarubuye Cell,Ruhondo,6,01-01-00
Rusumo Village,Rusumo Village,Rusumo Village,Nyarubuye Cell,Rusumo,6,01-01-00
Nyamiyaga Sector,Nyamiyaga Sector,Nyamiyaga Sector,Gicumbi District,Nyamiyaga,4,01-01-00
Gahumuliza Cell,Gahumuliza Cell,Gahumuliza Cell,Nyamiyaga Sector,Gahumuliza,5,01-01-00
Majyambere Village,Majyambere Village,Majyambere Village,Gahumuliza Cell,Majyambere,6,01-01-00
Maya Village,Maya Village,Maya Village,Gahumuliza Cell,Maya,6,01-01-00
Ruhango Village,Ruhango Village,Ruhango Village,Gahumuliza Cell,Ruhango,6,01-01-00
Jamba Cell,Jamba Cell,Jamba Cell,Nyamiyaga Sector,Jamba,5,01-01-00
Byimana Village,Byimana Village,Byimana Village,Jamba Cell,Byimana,6,01-01-00
Kamabuye Village,Kamabuye Village,Kamabuye Village,Jamba Cell,Kamabuye,6,01-01-00
Kumuremure Village,Kumuremure Village,Kumuremure Village,Jamba Cell,Kumuremure,6,01-01-00
Rugarama Village,Rugarama Village,Rugarama Village,Jamba Cell,Rugarama,6,01-01-00
Kabeza Cell,Kabeza Cell,Kabeza Cell,Nyamiyaga Sector,Kabeza,5,01-01-00
Karambo Village,Karambo Village,Karambo Village,Kabeza Cell,Karambo,6,01-01-00
Mataba Village,Mataba Village,Mataba Village,Kabeza Cell,Mataba,6,01-01-00
Mugorore Village,Mugorore Village,Mugorore Village,Kabeza Cell,Mugorore,6,01-01-00
Rugari Village,Rugari Village,Rugari Village,Kabeza Cell,Rugari,6,01-01-00
Kabuga Cell,Kabuga Cell,Kabuga Cell,Nyamiyaga Sector,Kabuga,5,01-01-00
Kabeza Village,Kabeza Village,Kabeza Village,Kabuga Cell,Kabeza,6,01-01-00
Kaduha Village,Kaduha Village,Kaduha Village,Kabuga Cell,Kaduha,6,01-01-00
Mubuga Village,Mubuga Village,Mubuga Village,Kabuga Cell,Mubuga,6,01-01-00
Nyarubuye Village,Nyarubuye Village,Nyarubuye Village,Kabuga Cell,Nyarubuye,6,01-01-00
Karambo Cell,Karambo Cell,Karambo Cell,Nyamiyaga Sector,Karambo,5,01-01-00
Gaseke Village,Gaseke Village,Gaseke Village,Karambo Cell,Gaseke,6,01-01-00
Gatare Village,Gatare Village,Gatare Village,Karambo Cell,Gatare,6,01-01-00
Kinyinya Village,Kinyinya Village,Kinyinya Village,Karambo Cell,Kinyinya,6,01-01-00
Murama Village,Murama Village,Murama Village,Karambo Cell,Murama,6,01-01-00
Kiziba Cell,Kiziba Cell,Kiziba Cell,Nyamiyaga Sector,Kiziba,5,01-01-00
Gasave Village,Gasave Village,Gasave Village,Kiziba Cell,Gasave,6,01-01-00
Karambi Village,Karambi Village,Karambi Village,Kiziba Cell,Karambi,6,01-01-00
Nyirakagamba Village,Nyirakagamba Village,Nyirakagamba Village,Kiziba Cell,Nyirakagamba,6,01-01-00
Rwingwe Village,Rwingwe Village,Rwingwe Village,Kiziba Cell,Rwingwe,6,01-01-00
Mataba Cell,Mataba Cell,Mataba Cell,Nyamiyaga Sector,Mataba,5,01-01-00
Mataba Village,Mataba Village,Mataba Village,Mataba Cell,Mataba,6,01-01-00
Miyange Village,Miyange Village,Miyange Village,Mataba Cell,Miyange,6,01-01-00
Rugarama Village,Rugarama Village,Rugarama Village,Mataba Cell,Rugarama,6,01-01-00
Ruyaga Village,Ruyaga Village,Ruyaga Village,Mataba Cell,Ruyaga,6,01-01-00
Nyankenke Sector,Nyankenke Sector,Nyankenke Sector,Gicumbi District,Nyankenke,4,01-01-00
Butare Cell,Butare Cell,Butare Cell,Nyankenke Sector,Butare,5,01-01-00
Gikombe Village,Gikombe Village,Gikombe Village,Butare Cell,Gikombe,6,01-01-00
Kabere Village,Kabere Village,Kabere Village,Butare Cell,Kabere,6,01-01-00
Rwambeho Village,Rwambeho Village,Rwambeho Village,Butare Cell,Rwambeho,6,01-01-00
Rwirute Village,Rwirute Village,Rwirute Village,Butare Cell,Rwirute,6,01-01-00
Ryabishanga Village,Ryabishanga Village,Ryabishanga Village,Butare Cell,Ryabishanga,6,01-01-00
Kigogo Cell,Kigogo Cell,Kigogo Cell,Nyankenke Sector,Kigogo,5,01-01-00
Gakoma Village,Gakoma Village,Gakoma Village,Kigogo Cell,Gakoma,6,01-01-00
Gasake Village,Gasake Village,Gasake Village,Kigogo Cell,Gasake,6,01-01-00
Gatare Village,Gatare Village,Gatare Village,Kigogo Cell,Gatare,6,01-01-00
Kiyovu Village,Kiyovu Village,Kiyovu Village,Kigogo Cell,Kiyovu,6,01-01-00
Ntabangira Village,Ntabangira Village,Ntabangira Village,Kigogo Cell,Ntabangira,6,01-01-00
Rusayu Village,Rusayu Village,Rusayu Village,Kigogo Cell,Rusayu,6,01-01-00
Kinishya Cell,Kinishya Cell,Kinishya Cell,Nyankenke Sector,Kinishya,5,01-01-00
Gashiru Village,Gashiru Village,Gashiru Village,Kinishya Cell,Gashiru,6,01-01-00
Kabuga Village,Kabuga Village,Kabuga Village,Kinishya Cell,Kabuga,6,01-01-00
Nyagafunzo Village,Nyagafunzo Village,Nyagafunzo Village,Kinishya Cell,Nyagafunzo,6,01-01-00
Nyirantarengwa Village,Nyirantarengwa Village,Nyirantarengwa Village,Kinishya Cell,Nyirantarengwa,6,01-01-00
Rwata Village,Rwata Village,Rwata Village,Kinishya Cell,Rwata,6,01-01-00
Rusasa Cell,Rusasa Cell,Rusasa Cell,Nyankenke Sector,Rusasa,5,01-01-00
Birumba Village,Birumba Village,Birumba Village,Rusasa Cell,Birumba,6,01-01-00
Mashyiga Village,Mashyiga Village,Mashyiga Village,Rusasa Cell,Mashyiga,6,01-01-00
Nyangezi Village,Nyangezi Village,Nyangezi Village,Rusasa Cell,Nyangezi,6,01-01-00
Rembero Village,Rembero Village,Rembero Village,Rusasa Cell,Rembero,6,01-01-00
Ruhoho Village,Ruhoho Village,Ruhoho Village,Rusasa Cell,Ruhoho,6,01-01-00
Rutete Cell,Rutete Cell,Rutete Cell,Nyankenke Sector,Rutete,5,01-01-00
Kabingo Village,Kabingo Village,Kabingo Village,Rutete Cell,Kabingo,6,01-01-00
Kageje Village,Kageje Village,Kageje Village,Rutete Cell,Kageje,6,01-01-00
Nyamugali Village,Nyamugali Village,Nyamugali Village,Rutete Cell,Nyamugali,6,01-01-00
Ruhinga Village,Ruhinga Village,Ruhinga Village,Rutete Cell,Ruhinga,6,01-01-00
Ryanterura Village,Ryanterura Village,Ryanterura Village,Rutete Cell,Ryanterura,6,01-01-00
Shokero Village,Shokero Village,Shokero Village,Rutete Cell,Shokero,6,01-01-00
Rwagihura Cell,Rwagihura Cell,Rwagihura Cell,Nyankenke Sector,Rwagihura,5,01-01-00
Gacaca Village,Gacaca Village,Gacaca Village,Rwagihura Cell,Gacaca,6,01-01-00
Kabahura Village,Kabahura Village,Kabahura Village,Rwagihura Cell,Kabahura,6,01-01-00
Kagogo Village,Kagogo Village,Kagogo Village,Rwagihura Cell,Kagogo,6,01-01-00
Mwendo Village,Mwendo Village,Mwendo Village,Rwagihura Cell,Mwendo,6,01-01-00
Rwagihura Village,Rwagihura Village,Rwagihura Village,Rwagihura Cell,Rwagihura,6,01-01-00
Yaramba Cell,Yaramba Cell,Yaramba Cell,Nyankenke Sector,Yaramba,5,01-01-00
Cyankaranka Village,Cyankaranka Village,Cyankaranka Village,Yaramba Cell,Cyankaranka,6,01-01-00
Mwenyi Village,Mwenyi Village,Mwenyi Village,Yaramba Cell,Mwenyi,6,01-01-00
Nturo Village,Nturo Village,Nturo Village,Yaramba Cell,Nturo,6,01-01-00
Nyarubuye Village,Nyarubuye Village,Nyarubuye Village,Yaramba Cell,Nyarubuye,6,01-01-00
Nyirakazo Village,Nyirakazo Village,Nyirakazo Village,Yaramba Cell,Nyirakazo,6,01-01-00
Rubaya Sector,Rubaya Sector,Rubaya Sector,Gicumbi District,Rubaya,4,01-01-00
Gihanga Cell,Gihanga Cell,Gihanga Cell,Rubaya Sector,Gihanga,5,01-01-00
